date,air_carrier,air_taxi,general_aviatiion,military,itinerant_total,local_civil,local_military,local_total,total_operations
8/20/18,"45,786","21,016","35,469","4,056","106,327","35,347","3,932","39,279","145,606"
8/21/18,"45,576","21,620","36,852","4,888","108,936","35,416","4,548","39,964","148,900"
8/22/18,"46,890","22,102","43,071","5,440","117,503","39,645","4,734","44,379","161,882"
8/23/18,"47,353","22,885","49,243","5,302","124,783","42,536","5,120","47,656","172,439"
8/24/18,"46,880","21,461","46,952","4,711","120,004","38,991","3,609","42,600","162,604"
8/25/18,"38,008","16,041","38,220","1,580","93,849","33,567",886,"34,453","128,302"
8/26/18,"43,223","17,623","37,755","1,950","100,551","28,920",865,"29,785","130,336"
8/27/18,"45,133","20,667","40,924","4,574","111,298","36,609","4,339","40,948","152,246"
8/28/18,"44,982","20,629","43,463","5,183","114,257","41,325","4,696","46,021","160,278"
8/29/18,"46,250","22,932","45,659","5,234","120,075","42,917","4,496","47,413","167,488"
8/30/18,"47,279","23,121","48,479","4,797","123,676","42,755","4,463","47,218","170,894"
8/31/18,"46,556","23,181","48,992","1,840","120,569","39,623","1,433","41,056","161,625"
9/1/18,"35,727","16,184","35,828",523,"88,262","32,550",490,"33,040","121,302"
9/2/18,"35,565","15,015","28,846",604,"80,030","24,479",280,"24,759","104,789"
9/3/18,"41,283","19,192","35,128",491,"96,094","25,523",288,"25,811","121,905"
9/4/18,"43,043","21,525","39,505","4,168","108,241","37,544","3,674","41,218","149,459"
9/5/18,"44,452","22,378","41,554","4,322","112,706","40,399","4,377","44,776","157,482"
9/6/18,"44,466","21,728","41,531","4,897","112,622","39,389","4,616","44,005","156,627"
9/7/18,"44,539","21,780","43,005","4,689","114,013","37,978","3,918","41,896","155,909"
9/8/18,"36,892","16,063","36,206","2,088","91,249","30,920","1,252","32,172","123,421"
9/9/18,"42,426","17,324","33,974","1,866","95,590","25,200",685,"25,885","121,475"
9/10/18,"44,508","20,859","35,655","3,970","104,992","34,797","3,490","38,287","143,279"
9/11/18,"44,616","21,976","39,410","5,164","111,166","36,223","4,289","40,512","151,678"
9/12/18,"45,015","21,718","42,093","5,388","114,214","39,170","4,763","43,933","158,147"
9/13/18,"46,038","22,072","43,733","5,077","116,920","40,097","4,371","44,468","161,388"
9/14/18,"45,303","22,340","45,799","4,225","117,667","40,039","3,187","43,226","160,893"
9/15/18,"35,799","15,683","39,657","1,601","92,740","34,724",941,"35,665","128,405"
9/16/18,"41,386","17,400","39,956","2,192","100,934","27,424",836,"28,260","129,194"
9/17/18,"44,908","20,526","42,197","4,717","112,348","38,324","4,066","42,390","154,738"
9/18/18,"44,434","21,916","42,715","5,590","114,655","42,300","4,968","47,268","161,923"
9/19/18,"45,455","22,488","46,925","5,705","120,573","44,197","5,215","49,412","169,985"
9/20/18,"46,612","23,124","46,479","5,098","121,313","41,249","3,974","45,223","166,536"
9/21/18,"45,945","22,688","42,143","4,679","115,455","36,171","2,968","39,139","154,594"
9/22/18,"37,238","16,269","39,748","1,716","94,971","33,455",687,"34,142","129,113"
9/23/18,"42,611","18,009","39,270","1,781","101,671","27,628",615,"28,243","129,914"
9/24/18,"45,096","20,046","36,670","4,059","105,871","34,145","3,979","38,124","143,995"
9/25/18,"44,549","21,146","37,521","4,764","107,980","37,271","4,114","41,385","149,365"
9/26/18,"44,845","21,714","42,012","4,507","113,078","39,348","4,385","43,733","156,811"
9/27/18,"47,305","23,005","48,470","4,724","123,504","44,006","3,762","47,768","171,272"
9/28/18,"46,759","23,055","43,777","3,494","117,085","37,853","2,451","40,304","157,389"
9/29/18,"36,978","16,140","40,088","1,007","94,213","35,370",483,"35,853","130,066"
9/30/18,"42,704","18,684","39,009","1,056","101,453","28,125",539,"28,664","130,117"
10/1/18,"44,602","19,696","36,111","3,870","104,279","35,840","3,646","39,486","143,765"
10/2/18,"44,381","20,337","34,882","5,127","104,727","34,277","4,867","39,144","143,871"
10/3/18,"45,838","21,285","43,288","5,433","115,844","38,997","4,773","43,770","159,614"
10/4/18,"47,130","22,851","45,236","5,277","120,494","42,003","4,323","46,326","166,820"
10/5/18,"46,749","22,797","47,202","3,710","120,458","37,723","2,826","40,549","161,007"
10/6/18,"37,540","15,636","32,618",977,"86,771","30,912",552,"31,464","118,235"
10/7/18,"42,305","16,517","29,841",996,"89,659","20,462",360,"20,822","110,481"
10/8/18,"44,939","19,163","32,527","1,025","97,654","28,606",520,"29,126","126,780"
10/9/18,"44,543","20,371","33,875","3,531","102,320","31,648","2,702","34,350","136,670"
10/10/18,"45,384","20,193","36,895","4,081","106,553","34,501","3,764","38,265","144,818"
10/11/18,"45,718","20,761","38,216","4,222","108,917","36,285","3,847","40,132","149,049"
10/12/18,"47,280","22,785","46,167","5,185","121,417","40,540","3,561","44,101","165,518"
10/13/18,"37,393","15,753","35,136","2,391","90,673","31,190","1,644","32,834","123,507"
10/14/18,"42,527","17,206","38,354","1,977","100,064","28,061",917,"28,978","129,042"
10/15/18,"45,044","20,532","33,589","3,980","103,145","30,437","3,622","34,059","137,204"
10/16/18,"45,745","21,445","41,888","5,510","114,588","39,895","4,491","44,386","158,974"
10/17/18,"45,689","21,909","45,180","5,963","118,741","40,736","4,788","45,524","164,265"
10/18/18,"47,274","23,171","50,551","5,756","126,752","43,301","4,950","48,251","175,003"
10/19/18,"46,929","21,280","43,542","4,623","116,374","34,106","3,194","37,300","153,674"
10/20/18,"37,652","15,302","33,885","1,625","88,464","29,280",686,"29,966","118,430"
10/21/18,"42,678","17,014","40,100","1,673","101,465","26,915",693,"27,608","129,073"
10/22/18,"45,162","20,465","45,648","4,536","115,811","46,017","4,207","50,224","166,035"
10/23/18,"45,469","21,229","44,219","5,324","116,241","44,994","4,592","49,586","165,827"
10/24/18,"45,942","21,917","45,328","4,674","117,861","42,645","3,565","46,210","164,071"
10/25/18,"47,189","21,605","44,678","4,801","118,273","40,558","3,706","44,264","162,537"
10/26/18,"47,001","20,461","42,500","4,095","114,057","38,186","2,618","40,804","154,861"
10/27/18,"37,120","14,146","35,226","1,597","88,089","31,186","1,152","32,338","120,427"
10/28/18,"41,186","16,425","34,880","1,428","93,919","25,958",637,"26,595","120,514"
10/29/18,"43,080","19,553","41,077","4,620","108,330","42,411","4,972","47,383","155,713"
10/30/18,"42,332","20,676","43,943","5,819","112,770","42,609","5,248","47,857","160,627"
10/31/18,"38,487","18,563","37,184","4,395","98,629","37,506","4,128","41,634","140,263"
11/1/18,"44,812","21,155","42,174","4,982","113,123","37,356","4,735","42,091","155,214"
11/2/18,"45,068","20,831","39,649","4,911","110,459","35,356","4,039","39,395","149,854"
11/3/18,"37,019","15,117","36,596","2,460","91,192","31,703","1,511","33,214","124,406"
11/4/18,"42,014","16,252","38,513","2,218","98,997","28,174","1,389","29,563","128,560"
11/5/18,"43,954","19,183","33,012","4,094","100,243","33,078","2,837","35,915","136,158"
11/6/18,"43,802","19,822","35,777","5,787","105,188","36,800","4,359","41,159","146,347"
11/7/18,"44,819","21,369","43,480","5,959","115,627","42,031","4,300","46,331","161,958"
11/8/18,"46,747","21,508","42,635","4,985","115,875","41,418","3,852","45,270","161,145"
11/9/18,"46,498","20,337","35,014","3,305","105,154","31,679","2,134","33,813","138,967"
11/10/18,"37,211","14,685","35,368","1,286","88,550","29,821",894,"30,715","119,265"
11/11/18,"42,392","16,887","37,043","1,213","97,535","28,217",497,"28,714","126,249"
11/12/18,"44,962","18,472","30,993",639,"95,066","29,063",249,"29,312","124,378"
11/13/18,"45,559","20,200","33,250","4,275","103,284","34,031","2,865","36,896","140,180"
11/14/18,"45,495","21,302","42,430","4,513","113,740","41,928","3,315","45,243","158,983"
11/15/18,"44,150","18,967","37,248","4,687","105,052","33,777","3,651","37,428","142,480"
11/16/18,"47,237","21,062","43,506","5,046","116,851","35,912","4,023","39,935","156,786"
11/17/18,"39,518","15,919","41,098","2,026","98,561","36,160","1,417","37,577","136,138"
11/18/18,"41,971","16,150","35,158","1,588","94,867","30,530",614,"31,144","126,011"
11/19/18,"42,988","19,784","36,974","4,459","104,205","38,967","4,076","43,043","147,248"
11/20/18,"46,202","21,176","41,974","5,286","114,638","39,228","5,633","44,861","159,499"
11/21/18,"48,052","21,245","41,680","2,364","113,341","35,757","2,407","38,164","151,505"
11/22/18,"29,136","8,686","11,671",170,"49,663","8,423",24,"8,447","58,110"
11/23/18,"35,346","14,778","25,740",359,"76,223","20,812",191,"21,003","97,226"
11/24/18,"43,850","16,719","28,240",255,"89,064","25,374",233,"25,607","114,671"
11/25/18,"45,429","18,449","35,873",510,"100,261","23,527",299,"23,826","124,087"
11/26/18,"44,420","18,141","31,085","4,019","97,665","29,509","4,102","33,611","131,276"
11/27/18,"46,229","20,455","36,394","5,313","108,391","36,544","4,686","41,230","149,621"
11/28/18,"44,544","20,435","38,261","5,116","108,356","38,198","5,081","43,279","151,635"
11/29/18,"46,665","20,683","35,524","5,083","107,955","34,276","4,534","38,810","146,765"
11/30/18,"46,008","19,343","34,463","4,189","104,003","34,485","3,206","37,691","141,694"
12/1/18,"36,307","13,502","24,946","1,848","76,603","24,857","1,152","26,009","102,612"
12/2/18,"40,955","14,993","28,627","1,647","86,222","23,237",865,"24,102","110,324"
12/3/18,"43,723","18,040","35,116","4,046","100,925","35,221","3,973","39,194","140,119"
12/4/18,"43,741","19,670","40,294","5,419","109,124","42,358","5,654","48,012","157,136"
12/5/18,"44,808","21,004","42,152","1,874","109,838","42,394","1,788","44,182","154,020"
12/6/18,"46,663","21,028","38,653","5,275","111,619","36,431","4,827","41,258","152,877"
12/7/18,"46,049","21,073","39,577","3,909","110,608","40,018","3,024","43,042","153,650"
12/8/18,"35,891","14,266","33,817","1,364","85,338","34,636",786,"35,422","120,760"
12/9/18,"38,428","14,371","30,560","1,003","84,362","27,158",626,"27,784","112,146"
12/10/18,"42,887","18,642","36,276","4,361","102,166","37,728","4,399","42,127","144,293"
12/11/18,"44,361","20,319","43,120","5,933","113,733","38,521","4,584","43,105","156,838"
12/12/18,"45,275","21,216","42,873","6,114","115,478","41,138","4,799","45,937","161,415"
12/13/18,"47,189","20,581","37,880","4,641","110,291","34,559","3,912","38,471","148,762"
12/14/18,"46,479","19,182","29,907","3,440","99,008","26,770","2,783","29,553","128,561"
12/15/18,"37,295","13,836","35,097","1,528","87,756","32,054","1,064","33,118","120,874"
12/16/18,"41,398","14,906","31,580","1,409","89,293","27,767",770,"28,537","117,830"
12/17/18,"44,727","19,200","39,857","4,076","107,860","40,856","4,412","45,268","153,128"
12/18/18,"45,494","20,018","43,536","5,337","114,385","40,118","4,330","44,448","158,833"
12/19/18,"47,543","20,525","42,546","5,054","115,668","38,063","4,380","42,443","158,111"
12/20/18,"48,289","19,181","27,775","3,490","98,735","19,999","3,021","23,020","121,755"
12/21/18,"48,845","19,672","28,623","2,080","99,220","20,905","2,400","23,305","122,525"
12/22/18,"45,099","17,538","34,232",396,"97,265","27,894",297,"28,191","125,456"
12/23/18,"44,920","15,787","29,601",301,"90,609","23,436",270,"23,706","114,315"
12/24/18,"36,633","12,721","17,920",211,"67,485","14,991",55,"15,046","82,531"
12/25/18,"34,070","10,514","8,565",91,"53,240","3,886",36,"3,922","57,162"
12/26/18,"44,078","19,668","31,992","1,042","96,780","22,302",649,"22,951","119,731"
12/27/18,"46,139","19,665","28,985","1,686","96,475","20,685","1,473","22,158","118,633"
12/28/18,"46,099","18,621","24,219",919,"89,858","17,052",635,"17,687","107,545"
12/29/18,"43,389","16,748","28,952",331,"89,420","23,360",259,"23,619","113,039"
12/30/18,"44,134","15,804","28,646",227,"88,811","23,320",109,"23,429","112,240"
12/31/18,"38,147","14,053","17,224",217,"69,641","15,355",243,"15,598","85,239"
1/1/19,"38,121","13,897","18,024",162,"70,204","10,694",57,"10,751","80,955"
1/2/19,"45,285","19,174","30,870","1,969","97,298","25,677","1,474","27,151","124,449"
1/3/19,"45,261","19,821","32,117","3,766","100,965","30,210","3,870","34,080","135,045"
1/4/19,"44,586","19,003","38,748","4,565","106,902","34,835","3,582","38,417","145,319"
1/5/19,"38,331","16,299","37,839","2,187","94,656","31,934","1,892","33,826","128,482"
1/6/19,"41,790","15,728","31,783","1,689","90,990","24,629",916,"25,545","116,535"
1/7/19,"43,737","18,343","31,345","4,298","97,723","31,051","4,253","35,304","133,027"
1/8/19,"42,819","18,491","32,663","5,447","99,420","30,926","5,014","35,940","135,360"
1/9/19,"43,476","19,355","36,051","5,496","104,378","33,728","4,839","38,567","142,945"
1/10/19,"44,960","20,149","40,538","5,695","111,342","37,220","5,511","42,731","154,073"
1/11/19,"44,642","18,861","36,640","4,534","104,677","34,514","3,377","37,891","142,568"
1/12/19,"35,177","13,242","28,540","1,693","78,652","28,880","1,071","29,951","108,603"
1/13/19,"39,115","14,039","28,914","1,392","83,460","28,058",451,"28,509","111,969"
1/14/19,"42,771","17,284","29,425","4,271","93,751","31,100","3,944","35,044","128,795"
1/15/19,"42,089","18,241","32,894","5,224","98,448","32,736","5,028","37,764","136,212"
1/16/19,"42,961","19,745","34,303","4,827","101,836","33,407","4,617","38,024","139,860"
1/17/19,"44,932","20,078","34,057","5,029","104,096","29,620","4,698","34,318","138,414"
1/18/19,"44,253","20,929","33,447","3,217","101,846","32,206","2,075","34,281","136,127"
1/19/19,"32,571","12,604","27,192",909,"73,276","26,457",740,"27,197","100,473"
1/20/19,"34,989","12,434","24,004","1,219","72,646","18,749",721,"19,470","92,116"
1/21/19,"40,856","18,526","35,149",781,"95,312","26,177",406,"26,583","121,895"
1/22/19,"40,823","18,863","32,102","3,985","95,773","28,333","3,595","31,928","127,701"
1/23/19,"42,783","18,300","33,666","3,877","98,626","29,346","4,279","33,625","132,251"
1/24/19,"44,664","19,723","34,386","4,936","103,709","31,267","4,853","36,120","139,829"
1/25/19,"44,656","21,158","46,343","5,221","117,378","41,896","4,242","46,138","163,516"
1/26/19,"35,459","14,736","38,556","2,008","90,759","35,793","1,500","37,293","128,052"
1/27/19,"39,628","14,911","33,223","1,746","89,508","26,996",828,"27,824","117,332"
1/28/19,"40,966","16,860","35,496","3,951","97,273","32,952","4,506","37,458","134,731"
1/29/19,"40,733","19,014","35,324","4,792","99,863","36,453","5,133","41,586","141,449"
1/30/19,"39,742","17,424","37,082","5,122","99,370","35,881","4,657","40,538","139,908"
1/31/19,"42,446","18,733","35,774","5,380","102,333","32,994","4,920","37,914","140,247"
2/1/19,"44,344","19,860","36,331","4,562","105,097","36,433","4,073","40,506","145,603"
2/2/19,"34,931","13,053","25,120","1,540","74,644","25,547","1,151","26,698","101,342"
2/3/19,"36,619","13,178","20,982","1,328","72,107","17,717",520,"18,237","90,344"
2/4/19,"42,484","18,658","28,886","4,021","94,049","24,960","3,537","28,497","122,546"
2/5/19,"41,887","18,368","32,092","4,496","96,843","32,887","3,561","36,448","133,291"
2/6/19,"42,861","18,942","34,596","4,838","101,237","32,550","3,920","36,470","137,707"
2/7/19,"44,140","19,683","36,325","4,878","105,026","31,866","4,399","36,265","141,291"
2/8/19,"44,201","20,922","39,419","4,951","109,493","35,520","4,723","40,243","149,736"
2/9/19,"35,067","14,682","30,773","2,529","83,051","30,965","2,180","33,145","116,196"
2/10/19,"39,011","14,713","26,027","1,925","81,676","23,831",740,"24,571","106,247"
2/11/19,"41,546","18,037","29,504","3,013","92,100","29,544","2,467","32,011","124,111"
2/12/19,"39,324","17,122","31,917","4,964","93,327","29,707","4,062","33,769","127,096"
2/13/19,"43,107","19,964","32,923","5,386","101,380","28,814","4,938","33,752","135,132"
2/14/19,"45,509","20,904","38,361","4,609","109,383","28,163","4,997","33,160","142,543"
2/15/19,"45,471","22,098","37,763","4,080","109,412","36,083","3,806","39,889","149,301"
2/16/19,"36,643","16,203","30,962","1,200","85,008","31,200",430,"31,630","116,638"
2/17/19,"37,726","14,278","27,767","1,285","81,056","24,998",404,"25,402","106,458"
2/18/19,"43,102","20,285","38,444","1,319","103,150","34,909",906,"35,815","138,965"
2/19/19,"43,838","20,751","36,770","3,724","105,083","35,350","3,051","38,401","143,484"
2/20/19,"41,888","18,291","30,758","3,808","94,745","32,305","3,318","35,623","130,368"
2/21/19,"45,452","21,171","38,466","5,459","110,548","35,942","4,931","40,873","151,421"
2/22/19,"45,250","20,536","39,508","4,244","109,538","36,896","2,667","39,563","149,101"
2/23/19,"37,108","15,136","30,692","1,556","84,492","27,771",813,"28,584","113,076"
2/24/19,"40,415","15,415","31,795","1,982","89,607","24,593",998,"25,591","115,198"
2/25/19,"42,533","19,289","36,872","4,478","103,172","35,360","5,258","40,618","143,790"
2/26/19,"44,207","20,516","37,532","5,203","107,458","38,251","5,532","43,783","151,241"
2/27/19,"44,673","21,000","34,263","4,960","104,896","37,199","4,778","41,977","146,873"
2/28/19,"45,819","22,121","38,758","4,659","111,357","38,626","4,129","42,755","154,112"
3/1/19,"45,345","21,484","37,443","4,127","108,399","38,985","3,528","42,513","150,912"
3/2/19,"38,046","15,469","24,480","1,786","79,781","24,858","1,205","26,063","105,844"
3/3/19,"40,826","15,973","24,088",997,"81,884","22,324",357,"22,681","104,565"
3/4/19,"43,440","19,950","35,206","3,286","101,882","36,170","3,507","39,677","141,559"
3/5/19,"44,997","20,571","39,209","5,381","110,158","38,739","5,668","44,407","154,565"
3/6/19,"45,671","20,994","38,696","5,822","111,183","34,279","5,834","40,113","151,296"
3/7/19,"46,972","22,498","42,138","5,412","117,020","44,444","4,971","49,415","166,435"
3/8/19,"46,821","20,871","38,375","4,251","110,318","37,986","3,598","41,584","151,902"
3/9/19,"39,837","15,984","33,467","2,051","91,339","32,668",970,"33,638","124,977"
3/10/19,"43,456","16,488","29,888","1,572","91,404","26,497",856,"27,353","118,757"
3/11/19,"45,890","20,413","39,616","4,444","110,363","40,622","4,445","45,067","155,430"
3/12/19,"46,166","19,748","37,888","5,274","109,076","33,908","5,868","39,776","148,852"
3/13/19,"44,137","19,202","36,305","4,640","104,284","31,083","4,082","35,165","139,449"
3/14/19,"46,149","20,749","40,728","4,581","112,207","34,365","3,074","37,439","149,646"
3/15/19,"46,777","21,381","41,991","5,259","115,408","34,887","5,283","40,170","155,578"
3/16/19,"40,735","17,004","43,145","1,965","102,849","34,912","1,686","36,598","139,447"
3/17/19,"43,482","17,528","45,104","1,848","107,962","35,115",766,"35,881","143,843"
3/18/19,"45,468","21,014","45,267","4,762","116,511","45,734","5,597","51,331","167,842"
3/19/19,"46,009","21,538","44,586","6,714","118,847","43,103","6,552","49,655","168,502"
3/20/19,"46,651","21,589","42,622","6,678","117,540","39,884","5,619","45,503","163,043"
3/21/19,"47,332","22,472","42,430","5,517","117,751","42,498","5,482","47,980","165,731"
3/22/19,"46,876","22,406","43,621","4,852","117,755","40,046","4,343","44,389","162,144"
3/23/19,"40,419","17,899","41,473","1,829","101,620","37,288","1,221","38,509","140,129"
3/24/19,"43,662","18,009","42,172","1,615","105,458","34,621",807,"35,428","140,886"
3/25/19,"45,274","20,747","39,832","4,695","110,548","42,516","4,605","47,121","157,669"
3/26/19,"46,453","21,129","48,321","5,868","121,771","51,582","5,529","57,111","178,882"
3/27/19,"46,540","20,803","44,151","5,676","117,170","40,693","5,249","45,942","163,112"
3/28/19,"47,550","22,021","43,968","5,621","119,160","39,963","5,408","45,371","164,531"
3/29/19,"47,042","21,995","44,607","5,012","118,656","41,667","3,287","44,954","163,610"
3/30/19,"40,162","17,996","38,291","1,751","98,200","33,333",701,"34,034","132,234"
3/31/19,"43,710","17,930","39,687","1,661","102,988","30,093",643,"30,736","133,724"
4/1/19,"45,367","20,599","41,590","4,770","112,326","44,459","4,703","49,162","161,488"
4/2/19,"46,322","20,345","41,820","5,499","113,986","41,456","5,133","46,589","160,575"
4/3/19,"46,606","22,779","43,884","5,961","119,230","44,469","5,535","50,004","169,234"
4/4/19,"47,630","22,194","41,420","5,026","116,270","41,111","4,878","45,989","162,259"
4/5/19,"47,330","20,557","35,685","4,405","107,977","35,470","3,974","39,444","147,421"
4/6/19,"39,612","15,716","35,585","2,148","93,061","35,940","1,204","37,144","130,205"
4/7/19,"42,998","16,720","36,473","1,965","98,156","30,513",860,"31,373","129,529"
4/8/19,"45,613","19,690","38,697","3,930","107,930","39,413","4,281","43,694","151,624"
4/9/19,"46,251","20,230","37,010","5,530","109,021","35,797","5,206","41,003","150,024"
4/10/19,"45,955","21,300","40,678","5,245","113,178","35,517","4,614","40,131","153,309"
4/11/19,"46,657","21,768","42,859","4,977","116,261","37,211","3,957","41,168","157,429"
4/12/19,"47,207","21,908","41,143","4,515","114,773","38,023","3,313","41,336","156,109"
4/13/19,"38,474","17,347","37,648","1,714","95,183","33,152",836,"33,988","129,171"
4/14/19,"40,884","15,913","31,083","1,386","89,266","23,385",769,"24,154","113,420"
4/15/19,"45,467","21,454","40,242","4,366","111,529","39,466","4,142","43,608","155,137"
4/16/19,"46,596","22,582","43,771","6,622","119,571","44,999","4,761","49,760","169,331"
4/17/19,"46,475","23,017","48,179","6,102","123,773","45,972","5,075","51,047","174,820"
4/18/19,"47,566","23,184","42,799","4,888","118,437","36,046","4,782","40,828","159,265"
4/19/19,"43,983","18,644","32,187","3,491","98,305","26,313","2,927","29,240","127,545"
4/20/19,"39,019","15,925","33,450",975,"89,369","29,773",761,"30,534","119,903"
4/21/19,"42,491","16,316","29,661","1,013","89,481","23,304",395,"23,699","113,180"
4/22/19,"45,681","22,284","46,094","4,320","118,379","46,015","4,538","50,553","168,932"
4/23/19,"46,035","22,371","45,828","5,492","119,726","48,791","4,854","53,645","173,371"
4/24/19,"46,537","23,055","50,209","5,876","125,677","48,480","5,333","53,813","179,490"
4/25/19,"47,837","22,879","51,827","4,817","127,360","50,449","4,662","55,111","182,471"
4/26/19,"46,150","20,729","39,819","4,731","111,429","34,703","3,708","38,411","149,840"
4/27/19,"38,630","16,640","37,729","1,673","94,672","33,519","1,089","34,608","129,280"
4/28/19,"43,657","18,160","40,244","1,968","104,029","33,810",726,"34,536","138,565"
4/29/19,"45,556","19,737","39,361","4,875","109,529","40,568","4,221","44,789","154,318"
4/30/19,"45,638","20,341","36,101","5,517","107,597","36,602","5,028","41,630","149,227"
5/1/19,"46,267","21,555","40,678","5,756","114,256","39,080","4,644","43,724","157,980"
5/2/19,"46,946","22,157","39,575","5,217","113,895","38,863","5,229","44,092","157,987"
5/3/19,"47,374","20,734","38,123","4,283","110,514","35,889","2,919","38,808","149,322"
5/4/19,"39,185","15,404","37,135","2,046","93,770","36,846",888,"37,734","131,504"
5/5/19,"43,554","17,586","37,165","2,003","100,308","28,887",962,"29,849","130,157"
5/6/19,"46,437","21,533","43,888","4,915","116,773","47,453","4,208","51,661","168,434"
5/7/19,"46,072","21,533","42,893","5,645","116,143","48,707","4,204","52,911","169,054"
5/8/19,"46,082","21,438","40,995","5,356","113,871","41,841","4,259","46,100","159,971"
5/9/19,"48,017","21,792","37,560","4,742","112,111","37,726","3,096","40,822","152,933"
5/10/19,"48,014","21,925","41,183","4,327","115,449","42,664","2,594","45,258","160,707"
5/11/19,"38,254","15,580","38,056","1,395","93,285","35,851",553,"36,404","129,689"
5/12/19,"42,898","15,594","28,694","1,330","88,516","25,908",385,"26,293","114,809"
5/13/19,"45,924","20,640","40,709","5,297","112,570","39,559","4,010","43,569","156,139"
5/14/19,"46,914","22,401","46,750","6,392","122,457","46,917","5,555","52,472","174,929"
5/15/19,"46,965","22,885","50,507","5,901","126,258","52,935","5,202","58,137","184,395"
5/16/19,"48,249","22,289","44,907","5,480","120,925","40,446","4,925","45,371","166,296"
5/17/19,"48,016","22,885","44,983","4,759","120,643","42,551","3,806","46,357","167,000"
5/18/19,"38,074","16,763","38,183","1,847","94,867","35,555",960,"36,515","131,382"
5/19/19,"43,069","17,927","30,888","1,586","93,470","23,815",563,"24,378","117,848"
5/20/19,"46,110","21,240","37,141","4,044","108,535","38,182","3,607","41,789","150,324"
5/21/19,"46,614","22,445","37,177","4,715","110,951","36,202","4,230","40,432","151,383"
5/22/19,"47,460","22,061","44,517","5,634","119,672","41,017","5,259","46,276","165,948"
5/23/19,"47,506","22,501","44,867","4,840","119,714","42,671","4,667","47,338","167,052"
5/24/19,"48,486","23,438","48,444","1,997","122,365","39,305","2,059","41,364","163,729"
5/25/19,"38,419","16,308","39,360",875,"94,962","36,124",579,"36,703","131,665"
5/26/19,"37,880","15,400","26,349",718,"80,347","23,441",395,"23,836","104,183"
5/27/19,"42,722","18,874","41,632",857,"104,085","34,295",357,"34,652","138,737"
5/28/19,"44,268","22,212","40,458","4,371","111,309","42,459","4,290","46,749","158,058"
5/29/19,"45,665","22,253","43,467","5,493","116,878","44,685","4,698","49,383","166,261"
5/30/19,"48,096","22,877","47,152","4,944","123,069","45,502","4,337","49,839","172,908"
5/31/19,"48,586","22,805","50,982","4,596","126,969","47,652","3,987","51,639","178,608"
6/1/19,"39,228","16,679","39,898","2,030","97,835","38,753","1,218","39,971","137,806"
6/2/19,"43,575","17,391","36,829","1,827","99,622","32,059",867,"32,926","132,548"
6/3/19,"46,876","21,856","44,147","4,513","117,392","46,649","4,577","51,226","168,618"
6/4/19,"47,153","22,538","47,653","4,950","122,294","47,440","4,532","51,972","174,266"
6/5/19,"46,958","22,761","40,318","4,723","114,760","41,858","4,716","46,574","161,334"
6/6/19,"49,296","23,427","43,562","4,645","120,930","42,823","4,283","47,106","168,036"
6/7/19,"48,635","23,000","44,076","4,508","120,219","40,640","3,466","44,106","164,325"
6/8/19,"40,678","17,112","40,438","1,735","99,963","34,752","1,184","35,936","135,899"
6/9/19,"43,884","17,917","35,797","1,857","99,455","26,506",664,"27,170","126,625"
6/10/19,"46,566","21,412","38,506","4,319","110,803","35,228","3,833","39,061","149,864"
6/11/19,"48,915","22,738","48,389","5,510","125,552","46,788","4,162","50,950","176,502"
6/12/19,"48,896","22,954","48,312","5,452","125,614","45,692","4,772","50,464","176,078"
6/13/19,"49,411","23,420","43,203","5,067","121,101","37,871","4,311","42,182","163,283"
6/14/19,"49,385","23,942","47,974","4,662","125,963","42,288","3,565","45,853","171,816"
6/15/19,"42,160","17,469","39,512","1,706","100,847","36,501",935,"37,436","138,283"
6/16/19,"44,071","17,598","29,195","1,571","92,435","24,061",580,"24,641","117,076"
6/17/19,"47,025","21,241","39,486","4,243","111,995","44,073","4,296","48,369","160,364"
6/18/19,"48,307","22,229","40,546","5,547","116,629","42,223","4,543","46,766","163,395"
6/19/19,"48,432","23,108","41,953","5,842","119,335","41,291","4,597","45,888","165,223"
6/20/19,"49,148","23,259","42,308","4,669","119,384","38,839","4,328","43,167","162,551"
6/21/19,"49,224","23,700","46,656","4,553","124,133","42,354","3,547","45,901","170,034"
6/22/19,"42,499","17,911","40,353","1,696","102,459","38,708",875,"39,583","142,042"
6/23/19,"44,694","18,811","38,659","1,659","103,823","30,487",870,"31,357","135,180"
6/24/19,"47,622","22,155","43,291","4,299","117,367","42,568","3,721","46,289","163,656"
6/25/19,"49,078","23,660","46,070","5,341","124,149","47,665","4,432","52,097","176,246"
6/26/19,"49,548","23,960","52,316","5,335","131,159","50,938","4,717","55,655","186,814"
6/27/19,"49,951","24,839","51,523","4,955","131,268","48,941","4,239","53,180","184,448"
6/28/19,"49,342","23,939","51,629","4,189","129,099","47,037","3,597","50,634","179,733"
6/29/19,"42,142","17,970","42,820","1,868","104,800","36,539","1,600","38,139","142,939"
6/30/19,"44,170","18,510","37,095","1,458","101,233","30,367",580,"30,947","132,180"
7/1/19,"45,220","21,925","45,307","4,481","116,933","46,809","4,649","51,458","168,391"
7/2/19,"45,448","22,819","44,642","5,249","118,158","46,995","4,898","51,893","170,051"
7/3/19,"46,131","22,271","45,187","3,528","117,117","45,445","3,339","48,784","165,901"
7/4/19,"37,451","14,124","26,570",546,"78,691","24,683",673,"25,356","104,047"
